week,date,area,obs_counts,exp_counts
712,52844.4600625,527,399,288361.18707673217
713,52854.08912037037,6861,477,369329.7696855229
714,52859.483807870376,7743,640,335621.4824325489
715,52865.581562499996,11087,640,391967.01014320477
716,52872.50357638889,19534,1079,653628.0434678023
717,52879.765277777784,10468,815,896084.9753210976
718,52886.47719907407,9639,793,660429.461331726
719,52893.46434027778,8766,726,557893.0847176095
720,52900.59767361112,8128,619,419976.47694945295
721,52907.787476851845,7160,673,770345.3383653046
722,52915.66001157407,18177,996,785103.132058325
723,52922.236851851856,20753,1146,899297.080550275
724,52928.47076388889,30168,1338,726851.689835071
725,52935.45857638889,13993,927,756527.3113174
726,52942.49686061,512,422,351404.7993559567
727,52952.65777777778,2599,579,560615.8468518525
728,52956.568125,859,528,448734.8618023222
729,52964.57304398149,18400,996,728587.5370558155
730,52970.46335648148,33952,1532,648140.2498446704
731,52977.7924074074,8249,708,760844.9141119081
732,52984.5727662037,1232,437,485894.33673243225
733,52991.90255787037,1083,454,532264.4022180228
734,53001.70465277778,2753,488,358232.4737616152
735,53010.3341087963,1809,464,400996.6916865393
736,53013.210023148145,12664,801,627268.0573422578
737,53019.510578703696,26398,1220,680480.3027086477
738,53026.49707175926,13621,909,841988.2814684772
739,53033.75700231482,4751,590,579364.6816749257
740,53040.53822916667,3863,680,1039106.6214136265
741,53049.58329861111,864,550,330008.1407887968
742,53056.9930324074,6423,787,645997.1598561449
743,53061.783576388894,4449,738,634264.9139219125
744,53069.308391203704,7505,759,479566.6579348096
745,53075.61077546296,6849,641,638373.5971193825
746,53082.59778935185,5513,694,481378.3285153932
747,53089.514918981484,16043,913,602172.184339848
748,53096.775370370364,10856,582,536925.6367923325
749,53103.488541666666,15036,679,371021.8127787258
750,53110.474270833336,12846,781,430430.62813196034
751,53118.7622337963,3330,334,223545.4199798795
752,53124.79106481482,5241,611,380055.35351218225
753,53131.50601851852,7848,576,444711.1878702225
754,53138.491365740745,21580,1160,578352.4619229593
755,53145.47624999999,5344,485,421001.1984654756
756,53152.46208333333,5401,445,309199.8927463887
757,53159.58460648148,8486,481,222871.39001301242
758,53166.50162037038,3690,437,277373.8178593035
759,53173.69605324075,4450,420,314707.70813006733
760,53180.619317129625,21585,977,612931.6831493451
761,53187.46655092593,9973,531,548071.0699125928
762,53195.54642361111,4470,252,375285.94745820406
763,53201.50462962963,4733,429,543684.7852908423
764,53208.490347222214,5312,360,199714.54260156184
765,53215.68125,6072,440,415451.2628779989
766,53223.07944444444,16087,910,381746.5727258078
767,53229.459085648145,19623,917,627777.0038944491
768,53236.57539351851,5296,415,409424.3897642004
769,53243.62820601852,6114,397,492923.7672659996
770,53250.61414351852,4567,410,334314.23296199983
771,53257.46398148148,3331,435,474291.1506630002
772,53265.27135416667,11631,664,315740.66117719986
773,53272.18825231481,5075,352,501684.1437183999
774,53279.52574074074,11525,574,569636.9312700015
775,53285.47648148148,5742,484,441655.3548689128
776,53292.54167824075,3763,729,1035244.3866121968
777,53299.51881944445,2489,519,559959.4494569987
778,53306.85704861111,2591,623,427229.6566784015
779,53313.49165509259,2345,471,545196.4772640012
780,53320.47640046296,2732,295,676693.3851492003
781,53327.59815972223,1560,323,382464.7863961011
782,53334.49185397,391,293,221264.55228995997
783,53343.00653935185,2762,315,342530.67498299974
784,53348.55476851852,2487,437,483968.90801120066
785,53356.299375,1173,310,434527.5864450005
786,53362.952511574076,636,315,392769.98047599976
787,53371.22829861112,657,325,473131.8304800006
788,53376.56935185185,3059,437,618947.1105090005
789,53383.48614583333,3782,443,779516.226413931
790,53390.744988425926,1918,244,283010.2840789998
791,53397.867581018516,4823,453,507209.58961900114
792,53404.515637766206,288,224,291388.67323899997
793,53413.16116898148,5197,454,574416.8554979993
794,53418.69086805556,4739,453,398650.5420079996
795,53425.46983796297,15476,859,597540.4208481017
796,53432.52437500001,14960,709,348117.7974959803
797,53439.784039351856,9742,603,648477.7945449995
798,53446.4949074074,4383,450,414352.5191559998
799,53453.68613425925,3152,564,497010.38891999976
800,53460.53584490741,2951,713,357638.39219000033
801,53467.58869212963,5868,1047,433679.34088000195
802,53474.78020833334,2430,506,304083.8133720999
803,53481.835115740745,926,274,246929.57095597955
804,53488.75388888889,7954,623,482200.89915019914
805,53495.464374999996,8933,644,609914.7103989987
806,53502.45880787037,7809,599,468002.1260711992
807,53509.50424768519,7386,624,672776.0326779999
808,53517.05049768519,2922,388,400800.6592560007
809,53525.80253472222,2011,288,291065.63228399993
810,53530.598541666666,2435,307,271855.00690899976
811,53537.65686342593,4123,455,464261.11945598124
812,53544.50393518518,2026,374,405511.0527620008
813,53551.76112268519,1461,489,288033.6564699805
814,53561.21085648148,1576,374,338666.51782300055
815,53565.94797453703,1717,372,316468.93074700003
816,53572.714409722226,3490,290,422877.82510600006
817,53579.90657407407,3081,273,363456.38526599
818,53586.48947916667,2528,260,340179.6349660002
819,53593.46778935185,1242,297,373520.077451
820,53600.99915509259,650,234,211300.6064970003
821,53607.504282407404,1332,365,208040.71005681012
822,53614.490069444444,4646,284,269562.32095800055
823,53621.75166666666,2044,272,324443.31360700034
824,53630.72451388889,633,152,234890.09635
825,53636.47320601851,9499,421,387396.25770204037
826,53642.49969907408,5031,358,330445.16532823065
827,53649.564664351856,2300,259,301532.4773460004
828,53656.470358796294,1826,273,305286.1948559045
829,53663.459340277775,6199,327,332342.8713100006
830,53671.00021990741,17892,698,484934.27339580964
831,53677.494363425925,24966,953,447724.3308139993
832,53684.478900462964,5646,318,278612.92821500055
833,53691.463726851856,10430,471,350103.1541469997
834,53698.45958333333,4535,328,264480.4713600001
835,53705.57015046296,4414,333,340305.43342270027
836,53712.49703703703,3585,280,486933.20420520013
837,53722.28538194445,6877,365,286451.4410910002
838,53726.53009259259,37179,1278,532039.7914259994
839,53733.4587962963,34671,1266,583962.8451209983
840,53740.58347222222,12900,513,443747.29528400063
841,53747.6875,13201,542,279095.2785061002
842,53754.535578703704,8121,367,289880.54394
843,53761.524201388886,7638,396,276342.36135400017
844,53768.51108796296,13875,599,379273.37806100067
845,53775.49429398149,32329,1123,505900.0057920005
846,53782.478321759256,18494,722,318543.0524680002
847,53789.60052083334,22853,870,463754.83388299943
848,53796.459918981476,23050,846,316238.1961699998
849,53803.50072916666,7969,393,246932.67739599972
850,53810.76037037037,6597,394,472228.96711199975
851,53817.47243055556,15319,651,399957.3750739999
852,53824.459768518514,6468,367,220372.03720597998
853,53833.35802083333,1299,248,254598.162568
854,53838.49561342593,706,236,129182.47348200978
855,53847.87871527777,4224,335,173790.40641600004
856,53852.465949074074,3046,276,259453.31390903008
857,53859.518275462964,514,110,195279.14722200003
858,53866.502951388895,363,180,167672.89797400025
859,53875.96387731481,353,224,191032.13212000008
860,53881.98648148149,374,232,174776.84031398
861,53891.433541666665,293,177,175874.1801657001
862,53894.92703703704,320,200,119523.14087599984
863,53902.115706018514,830,191,243557.07199800003
864,53909.30408564815,1137,172,234994.25639800009
865,53915.467453703706,1023,133,327668.9918140003
866,53922.51894675926,7905,415,266585.5139710001
867,53929.63989583333,9829,518,250070.21093826002
868,53936.69488425926,15349,660,234345.72453600002
869,53943.47825231481,28019,929,381293.99890299997
870,53950.46236111111,21199,799,384780.96987801953
871,53957.51357638889,24096,833,446446.69418397994
872,53964.56618055556,16659,677,512395.31289597
873,53971.48260416667,14703,653,444526.88541400037
874,53978.53506944444,18476,710,381417.79502901033
875,53986.00515046297,25405,904,403555.7198720998
876,53992.574479166666,19604,777,386451.188850001
877,53999.49087962963,30222,1034,495006.4591519998
878,54006.47424768518,22170,762,395346.99690100027
879,54013.45885416667,7258,454,275179.01713260013
880,54020.51429398148,15644,566,300991.8320625002
881,54027.84825231481,15768,635,369341.4132799702
882,54034.68793981481,8586,433,351538.4337739799
883,54041.60376157407,38366,1253,432320.3123171895
884,54048.65666666667,20748,783,379965.7006259701
885,54055.50329861111,11065,511,373845.52658800024
886,54062.55680555555,2624,279,246985.22145399993
887,54069.899687499994,5863,251,286376.482218
888,54076.46359953704,17571,680,420515.6609291797
889,54083.459178240744,22982,876,409806.8627629701
890,54090.56805555556,30574,1150,424111.9400869703
891,54097.481990740744,19508,823,434606.06170698017
892,54104.46565972223,16956,702,481437.8782100001
893,54111.45924768518,3571,314,308251.10654980014
894,54119.26141203704,881,429,368039.2997380002
895,54126.452372685184,7689,276,160051.403369
896,54132.47653935185,32850,1114,228843.65457399975
897,54139.52820601852,20752,752,221774.25805800015
898,54146.51278935185,39186,1344,393563.32666199974
899,54153.4969212963,23807,939,431464.49802039954
900,54160.48081018519,13088,525,259069.05819900022
901,54167.466504629636,7874,358,262548.7322150002
902,54174.52335648148,19457,714,264736.62436100014
903,54181.50412037037,26999,957,260131.339184
904,54188.487708333334,13675,610,384070.10578599933
905,54195.610763888886,33411,1340,388047.93101400137
906,54202.45939814815,21928,859,318002.55901700014
907,54209.5797337963,21675,875,357149.19249299995
908,54216.4949074074,18808,843,364478.7736800002
909,54223.479351851856,19721,853,281897.4062040002
910,54230.46296296296,18535,859,204207.31488700054
911,54237.51510416667,16607,725,224028.72889600022
912,54244.63946759259,22314,913,328890.04801800003
913,54251.49047453704,18520,706,312281.2088569999
914,54258.47347222223,23711,951,336981.00663000025
915,54265.459328703706,17656,736,256596.65238600018
916,54272.508101851854,18268,735,246074.46155500066
917,54279.49177083333,21830,930,294448.3152520001
918,54286.4753125,9645,585,241773.84146400008
919,54293.80431712962,13819,692,251147.82371800003
920,54300.45869212963,2527,307,308366.70090199995
921,54307.57070601852,1848,373,423028.14104000025
922,54314.6899537037,6320,419,238163.817419
923,54321.60679398149,16540,701,292198.72104099963
924,54328.45899305555,19247,803,248539.27158300037
925,54336.13542824074,1214,280,140287.96336200004
926,54343.31082175926,8288,396,145572.32221340004
927,54349.47537037037,5513,406,350613.6501649996
928,54356.596666666665,7037,476,953255.9560699988
929,54364.53796296296,5473,720,356597.7402440004
930,54370.63223379629,10617,579,294160.75667619996
931,54377.48133101852,13044,574,408540.19956499955
932,54384.602337962955,21876,847,463737.85110499995
933,54391.45851851852,22463,859,598972.1675589995
934,54398.501342592586,6719,410,333791.8076640001
935,54405.75931712963,1290,250,268879.1003370001
936,54413.44162037037,2244,294,231178.91415822785
937,54419.590254629635,5138,316,266502.63060300023
938,54427.89031249999,2847,310,222297.575895
939,54434.38560185185,355,189,151544.23286899997
940,54440.82681712963,571,331,223880.38119200012
941,54448.15238425926,318,241,191873.16641199993
942,54455.266342592586,1642,328,225078.17423
943,54461.496458333335,5542,385,246487.11081599994
944,54468.96079861111,2436,311,205397.27693100006
945,54475.67555555556,2785,435,567131.7175160001
946,54482.52407407407,3234,348,352085.7705119994
947,54489.50618055555,2012,355,216328.92602899988
948,54497.379108796296,3446,361,402352.68698899937
949,54509.08744212963,976,278,468125.5951529996
950,54510.525243055556,5543,471,618115.6025759989
951,54517.7827662037,3302,363,330340.4648189982
952,54524.49471064815,2907,326,382052.6638529995
953,54531.62238425926,1736,316,394633.91861599963
954,54538.46309027778,1818,251,268205.2840119999
955,54545.92921296297,2364,330,357797.2561439993
956,54552.56873842593,3949,405,928787.2522239996
957,54560.30667824075,1756,366,272898.30364299886
958,54567.0158449074,3051,345,342880.0446129983
959,54573.94872685186,2953,476,245459.17635799875
960,54580.504583333335,2864,309,285915.21669899893
961,54587.62461805556,3661,356,322642.9555939994
962,54595.70375,1851,357,272068.06622399983
963,54601.52658564814,3621,417,468754.2685259993
964,54608.51369212963,2965,423,371995.2803149978
965,54615.49631944444,2492,452,272735.1786189982
966,54622.47868055555,1544,308,205177.46599700008
967,54629.46203703703,1087,414,275695.1391720004
968,54636.4765912,289,194,236411.64179499994
969,54648.83928240741,618,319,172016.66355899977
970,54650.757696759254,2412,316,339037.88848599966
971,54657.47199074074,5430,412,526096.1041719993
972,54664.5230787037,5105,480,293669.164298
973,54671.984259259254,1435,640,253369.77521500117
974,54678.69368055555,4797,490,508346.0127309992
975,54685.47233796296,2332,290,236856.75926999983
976,54693.41371527778,2228,334,680204.475839999
977,54701.01792824073,4525,400,333473.3177350002
978,54707.17958333333,4073,353,273850.82334500016
979,54713.75234953704,2244,301,262411.4739959997
980,54720.460902777784,3275,130,198166.65000000002
981,54727.513287037036,3181,330,204113.80000000002
982,54734.498564814814,3612,188,196104.15
983,54741.482083333336,2931,83,153854.75
984,54748.5339236111,6078,174,203275.75000000015
985,54755.72327546296,6160,176,257845.5999999999
986,54762.50166666667,2515,193,149484.00000000006
987,54770.648576388885,2534,232,178773.5
988,54776.46909722222,2772,218,202994.45000000007
989,54783.66230324074,3368,341,204638.45999999988
990,54790.509780092594,1643,270,531846.8000000003
991,54799.27177083333,572,210,235409.1599999999
992,54805.22792824074,1996,106,158219.79
993,54812.29787037038,3155,164,651168.4899999998
994,54818.8518287037,2485,101,82171.40000000002
995,54826.04195601852,2277,69,68823.9
996,54832.551527777774,5149,294,343164.69999999984
997,54839.67329861111,2971,265,271157.51999999984
998,54846.51813657407,5405,306,359241.27999999956
999,54853.50065972222,4378,290,342588.9499999997
1000,54860.484259259254,1786,176,288328.5
1001,54867.46740740741,2428,235,339674.159999
1002,54874.51945601852,2502,222,328423.6
1003,54881.57438657407,1408,230,271640.2499999998
1004,54888.55922453704,3685,457,354584.9299999998
1005,54895.4730787037,1695,272,239732.24
1006,54902.72988425926,1328,264,252023.40000000002
1007,54909.577835648146,1714,240,263432.66000000003
1008,54916.90423611111,1000,192,198313.0
1009,54923.4762962963,643,205,203590.75
1010,54932.44594907407,638,358,168613.48999999982
1011,54937.58100694445,1804,346,209506.90999999995
1012,54944.49538194445,2800,474,248230.60999999993
1013,54951.478576388894,3153,410,465976.82999999967
1014,54958.73917824074,2302,237,413113.2499999997
1015,54965.93060185185,2238,64,157229.85000000006
1016,54972.50215277777,5544,159,201971.0499999999
1017,54979.48443287037,2044,84,91834.7500000001
1018,54986.46759259259,1905,154,86296.65000000001
1019,54993.51920138889,1774,108,159669.03039824998
1020,55000.57043981481,427,21,22496.295755
1021,55010.64094907407,432,225,24020.57753499987
1022,55014.682025462964,1696,244,90564.38975515726
1023,55021.459016203706,1607,486,120171.98204200038
1024,55030.15210648149,474,277,72935.46110500018
1025,55037.54578703704,544,236,128599.06852400009
1026,55042.825995370375,1594,307,173371.23820900024
1027,55049.526608796295,2232,307,177161.00057000012
1028,55056.78528935185,1916,312,140486.6443209999
1029,55063.8403587963,1130,242,166678.01241145335
1030,55070.89157407408,1220,141,265921.15411800006
1031,55078.01079861111,1631,185,353884.9409210001
1032,55084.87019675926,1116,261,160815.88689100003
1033,55091.4997337963,1210,295,202310.97819100038
1034,55098.83119212963,1226,277,263356.551683
1035,55105.6024537037,1365,311,234099.30687199993
1036,55112.72366898148,1767,327,268646.52008699987
1037,55119.98097222223,1130,253,222411.21582799987
1038,55126.68987268519,1228,154,172476.20817099992
1039,55133.87934027778,829,206,153041.05554200016
1040,55140.66131944444,554,293,193876.47786299983
1041,55147.78452546296,783,238,561636.2335819999
1042,55156.40688657408,514,199,206998.3322739999
1043,55161.47291666667,992,185,243596.11027999996
1044,55169.07212962963,395,226,150703.46570419992
1045,55177.01287037037,389,215,144006.17678100005
1046,55183.5874074074,328,184,147367.53665300025
1047,55189.68561342593,1006,223,208642.69272600015
1048,55197.02129629629,2108,249,243983.120059
1049,55203.51415509259,3081,314,310855.5955409998
1050,55210.49644675926,3607,277,468201.78085299995
1051,55217.479629629626,2995,248,441299.48567999963
1052,55224.462372685186,2422,316,362350.2530119999
1053,55231.92582175926,648,167,267747.674387
1054,55238.56936342592,414,161,270222.22937599994
1055,55248.986134259256,488,173,147519.94902799994
1056,55253.288831018515,1420,375,237835.80802900004
1057,55259.93126157408,1004,254,263403.337498
1058,55266.77664351852,1533,230,328729.3029560001
1059,55273.48626157408,1943,220,228390.94615099992
1060,55280.46878472222,2454,218,213982.72444899994
1061,55287.52099537037,855,215,183679.7536010001
1062,55294.50488425926,1491,186,298375.40173299995
1063,55301.490486111106,1830,245,265715.8766089999
1064,55308.67548611111,1609,323,333052.9990570003
1065,55315.7987037037,886,234,240445.46599699996
1066,55323.53677083333,1016,211,235956.919059
1067,55329.62877314815,996,205,186830.29774400004
1068,55336.52794205,194,168,134119.42505099997
1069,55343.4790625,278,211,148417.62663399996
1070,55350.46877315,262,233,146723.99592799996
1071,55364.40888888889,238,174,153429.64842000004
1072,55366.053495370375,620,186,165863.99412499997
1073,55372.217581018514,1507,474,247921.00607200008
1074,55379.74648148148,1336,261,303607.6906810002
1075,55385.701273148145,2006,325,271902.4419359995
1076,55392.615428240744,2276,263,243353.9104279999
1077,55399.59903935185,3002,343,351054.07018499955
1078,55406.51215277778,1167,205,322077.6513620004
1079,55413.83980324074,1006,222,327101.5131140001
1080,55421.374710648146,1068,289,249069.28101300012
1081,55427.46938657408,914,160,181663.8931520001
1082,55434.72131944444,2078,226,250206.81975000002
1083,55441.49898148148,969,194,152327.3302350001
1084,55454.926412037035,306,156,102484.51188600002
1085,55455.953263888885,1241,215,249407.00926900012
1086,55462.522893518515,1332,205,256115.21022599997
1087,55469.5162037,181,135,136663.43116600005
1088,55476.504553321756,379,283,193103.348508
1089,55489.07996527778,393,104,122041.15377599999
1090,55490.52857638888,1073,151,188235.99328599992
1091,55497.71001157407,619,151,187382.55786200028
1092,55505.58284722223,513,250,225073.57802519976
1093,55513.93695601852,604,318,288156.32546799985
1094,55518.58857638889,807,233,163718.24389600015
1095,55525.7765625,659,240,178728.69701300008
1096,55532.827372685184,1202,185,202505.76945800005
1097,55539.60618055556,1732,172,181411.29124300007
1098,55546.595347222225,2002,334,257437.86804599984
1099,55553.57776620371,2914,330,339698.952552
1100,55560.4902662037,2445,334,416737.7234190008
1101,55567.67748842592,3668,328,403251.3694559996
1102,55574.52315972222,3576,350,385833.5457280001
1103,55581.50561342593,495,188,220632.058367
1104,55589.17357638889,1239,240,239793.2238399998
1105,55595.47535879629,793,178,135171.811572
1106,55602.80530092593,1605,255,248733.716886
1107,55609.92494212963,1684,179,285010.23085500003
1108,55616.55954861111,1599,218,230180.31363799985
1109,55623.611539351856,2425,333,276649.9466939998
1110,55630.52574074074,2493,217,214799.59628600007
1111,55637.50797453704,2500,251,238399.29758199994
1112,55644.49158564815,1281,201,172571.287432
1113,55651.475127314814,2962,277,313215.39058399945
1114,55658.52534722222,1879,217,230138.57624599998
1115,55665.50770833333,1917,241,273361.216667
1116,55672.97233796296,777,153,118109.36685200005
1117,55684.95270833333,752,161,134167.88153500008
1118,55686.458391203705,4422,308,254588.8871270002
1119,55693.50858796296,6649,343,243760.7120209999
1120,55700.490891203706,11379,559,320374.22050399985
1121,55707.47265046296,3894,320,224144.00353200012
1122,55714.52334490741,5515,422,304842.1715389998
1123,55721.85277777777,5421,351,225437.11022200013
1124,55728.50356481481,6735,345,204908.7154000003
1125,55735.47643518519,4461,366,217897.79251400003
1126,55742.52574074074,3799,276,224567.23497500006
1127,55749.64450231481,8880,455,239554.07240000006
1128,55756.55787037037,3701,356,214962.4693780001
1129,55764.09986111111,3753,295,201431.138787
1130,55770.467835648145,5772,400,264123.584882
1131,55777.78429398149,5330,318,203871.38423199992
1132,55784.90243055555,4774,310,232512.586021
1133,55791.472557870366,2736,282,226687.065109
1134,55798.46302083333,2132,244,249102.88894300003
1135,55805.506006944444,4456,297,223875.99873399996
1136,55812.62459490741,6640,427,279496.32944219996
1137,55819.538622685184,7374,397,260960.8786630001
1138,55826.52245370371,8660,392,194292.72709600005
1139,55833.50454861111,4317,267,240169.1728430001
1140,55840.485856481486,10718,497,279820.678734
1141,55847.47010416667,4987,327,192879.35359500008
1142,55854.52171296296,6763,405,221775.14960499996
1143,55861.503611111104,11089,517,278057.3819130002
1144,55868.48447916667,11113,521,346801.7920500004
1145,55875.46618055556,7216,354,223401.43130600004
1146,55882.45956018519,10072,404,221527.55872400012
1147,55889.511550925934,4238,269,279927.9443369998
1148,55896.617256944446,2583,313,250217.880529
1149,55903.467048611106,4141,433,369301.7590629997
1150,55910.51896990741,8087,491,350289.848707
1151,55917.49680555555,12526,685,327277.9218329999
1152,55924.614166666666,11999,596,294225.9121879998
1153,55931.45833333333,10642,528,356492.9668869999
1154,55943.09332175926,1996,185,214309.70092300005
1155,55945.489583333336,2861,298,216303.866587
1156,55952.54379629629,5447,396,275055.416614
1157,55959.458703703705,6593,353,207576.97504599998
1158,55966.48390532,269,202,225031.31961299994
1159,55973.46800856,275,212,255775.647109
1160,55980.45937971065,225,186,145045.26320999992
1161,55987.48699522,359,228,226170.0178490001
1162,55994.6183267,176,129,137550.523658
1163,56001.53453704,308,251,146630.663961
1164,56008.50913194,250,172,128313.78145000001
1165,56015.51735012,420,336,245344.92536400008
1166,56022.49262219,197,145,143504.97149300002
1167,56029.61794013,357,283,169535.98631100002
1168,56036.47170043,204,126,146360.801741
1169,56043.52759865,142,114,195561.31246000004
1170,56050.49333333,212,165,252095.00330600012
1171,56057.46809028,344,249,200978.4559769999
1172,56064.464525460004,329,227,191409.78686699996
1173,56071.72693966435,328,251,300686.2899679999
1174,56078.46197381,257,201,209556.79465599998
1175,56085.48539352,372,337,221983.90838799992
1176,56092.46612269,341,301,96177.07585600017
1177,56099.53568955,417,342,158862.59174700006
1178,56106.51774306,419,345,189513.42959100005
1179,56113.48969549,331,279,268841.567848
1180,56120.57452546,408,272,218470.36093499998
1181,56127.45846065,448,318,308290.38495199993
1182,56134.53915509,205,145,172498.018917
1183,56141.48047454,246,179,228030.49123000004
1184,56148.459198414355,175,129,135587.91193400006
1185,56155.7384375,231,171,237595.91375799998
1186,56162.50715278,175,120,370920.039215
1187,56169.50074074,193,136,309456.1179480001
1188,56176.50579861,316,225,378847.10510099994
1189,56183.6696875,490,302,224114.25807200014
1190,56190.45884094,653,310,101775.59891799976
1191,56197.47914777,248,175,137317.86092300003
1192,56204.46638646,240,182,149151.8154210002
1193,56211.79746351,201,152,95307.53227399997
1194,56218.47351682,214,139,165949.62010000003
1195,56225.47882434,271,196,190613.72357400003
1196,56232.67628472,396,301,245715.90462600003
1197,56239.8542355,230,170,172331.4407889999
1198,56246.48559028,192,126,126492.12881900002
1199,56253.5538877,169,138,132748.07736600004
1200,56260.66476797,182,146,145920.91088200008
1201,56267.57963527,240,174,164266.05862500003
1202,56274.48641204,244,192,178236.14053500007
1203,56281.75512731,199,131,179750.70964300007
1204,56288.4672978,227,168,265637.538505
1205,56295.50061412,412,287,366449.81992699974
1206,56302.46804487,322,248,246027.23661300016
1207,56309.47083191,299,208,131625.3756320004
1208,56316.52041524,274,191,141458.655782
1209,56323.70830856,287,235,109534.58054000007
1210,56330.464375,298,210,173435.49558299995
1211,56337.53015046,76,66,37325.322167944796
1212,56344.49828704,415,275,242307.73119399993
1213,56351.48722361111,326,226,178191.23246052637
1214,56358.46271632,266,222,150592.5140616
1215,56365.51745506,191,138,158327.304048
1216,56372.50324074,156,126,121085.45026100003
1217,56379.48867153,241,169,190626.177418
1218,56386.47467593,298,226,239506.65497499998
1219,56393.4908417,148,117,103805.40436299998
1220,56400.53928515,363,274,249416.51420500004
1221,56407.45845142361,181,144,102473.760863
1222,56414.47583145,230,159,165331.45008000004
1223,56421.47516234954,180,134,193315.25003699996
1224,56428.52505787,302,240,186235.403507
1225,56435.502202048614,321,245,232537.46673100002
1226,56442.69476852,261,209,183796.34279000002
1227,56449.616183530095,281,208,206081.8197039999
1228,56456.4605537,336,242,199222.77295700007
1229,56463.48219117,171,128,88969.03602900002
1230,56470.45880787,286,189,293558.5132849999
1231,56477.51104167,270,208,163524.24458300005
1232,56484.48204861,275,182,126037.67350699997
1233,56491.57044221,273,212,141888.054372
1234,56498.49971589,277,214,151213.464106
1235,56505.5657566,311,206,235632.523138
1236,56512.45994213,299,189,231289.38908900003
1237,56519.66720637,267,178,157886.2723
1238,56526.476058333334,330,228,204983.59633799997
1239,56533.46912612,254,165,144987.54528199992
1240,56540.52425035,244,164,148444.518202
1241,56547.75717010417,203,148,130445.26589400001
1242,56554.68061701,378,231,167839.521351
1243,56561.50351852,220,149,148601.238393
1244,56568.47688657,253,184,247122.7832570002
1245,56575.53131944,313,243,160038.82941400015
1246,56582.57315972,252,199,161912.63012600003
1247,56589.90186343,243,166,159383.825013
1248,56596.59498843,164,129,97664.15285800004
1249,56603.53717593,246,164,181483.4554539999
1250,56610.47706019,166,109,249008.41729899996
1251,56617.52653935,238,169,266215.5836649999
1252,56624.49680814,256,180,176177.86339300007
1253,56631.47126968,254,212,105862.37389300001
1254,56638.46225378,273,213,194979.41724299983
1255,56645.65594907,172,117,115224.24247799996
1256,56652.62556713,217,159,175371.63365900016
1257,56659.51240443,276,212,238501.22744399993
1258,56666.48554398,288,207,268295.1806449998
1259,56673.59858761574,248,159,156741.77361800004
1260,56680.50052705,273,231,143515.7771270001
1261,56687.560231979165,199,166,97217.17464600003
1262,56694.53662037,246,172,187239.86785400004
1263,56701.49679499,280,208,139357.82484
1264,56708.47412037,139,117,155792.378624
1265,56715.54363426,243,184,142449.06926100008
1266,56722.70738029,173,156,102405.92555099992
1267,56729.58666686,200,145,100382.42766900003
1268,56736.49253067,241,156,118198.06070100004
1269,56743.58712006,260,184,119103.73597499992
1270,56750.47229167,244,188,165395.28595800008
1271,56757.48932546,263,223,159092.83746999997
1272,56764.57732639,211,149,161090.64576799996
1273,56771.61817364583,229,178,111975.95278599989
1274,56778.45945656,241,172,125289.643537
1275,56785.51248843,166,125,119097.34482200003
1276,56792.52418981,227,153,129425.79885099997
1277,56799.57402778,291,201,207149.26108399997
1278,56806.47548611,323,227,215953.59361100016
1279,56813.64219907,215,149,146539.448745
1280,56820.54355324,270,197,158786.45219700036
1281,56827.51500189,298,232,187739.210024
1282,56834.4998311,254,180,150615.54764700017
1283,56841.47503885,322,231,128119.73175599995
1284,56848.46036366,392,232,114510.88221799998
1285,56855.47341991,384,271,119878.12788400002
1286,56862.4628873,372,258,97697.188575
1287,56869.47988955,396,271,203129.58112100002
1288,56876.52107017,276,164,250675.87319499996
1289,56883.62185185,387,204,216119.00405700007
1290,56890.46189282,273,178,102721.34441699999
1291,56897.84408565,223,152,245864.19263700023
1292,56904.68565092592,323,236,175359.08075059997
1293,56911.66164938657,296,198,163982.04630699995
1294,56918.52601319,209,142,188436.06109100004
1295,56925.45857639,300,250,198529.86714580035
1296,56932.49188657,227,156,244108.40840600006
1297,56939.61150463,296,219,217378.27316100028
1298,56946.60200231,524,388,110424.227266
1299,56953.60684028,213,159,149392.15724599996
1300,56960.4987037,240,193,166435.83294199992
1301,56967.54011157,340,286,140349.14257150004
1302,56974.58325231,237,196,146589.02025900007
1303,56981.47195262732,200,152,260439.16371900006
1304,56988.54106161,302,240,202666.86897500005
1305,56995.57706693287,201,168,107951.16071000004
1306,57002.47806713,213,151,244106.81268600008
1307,57009.50508102,247,175,242383.39516100002
1308,57016.48625501,158,128,122739.04432499995
1309,57023.48719638,198,172,178979.05598299997
1310,57030.54694444,244,212,139901.54717960002
1311,57037.46138318,414,296,203218.23147599987
1312,57044.55108796,289,212,273353.647748
1313,57051.48925744,277,224,185812.208032
1314,57058.46981481,367,269,214091.33850900008
1315,57065.48082176,235,179,181785.92184000005
1316,57072.75416667,219,152,135686.22594900007
1317,57079.90756944,236,164,130180.56615900013
1318,57086.46336806,224,162,244035.54205199983
1319,57093.4743965625,228,179,257748.33216299996
1320,57100.51456019,261,163,172649.95933399998
1321,57107.47644101,364,231,143747.67810400028
1322,57114.49225691,276,197,245516.79904700007
1323,57121.66467593,280,206,185356.93628399994
1324,57128.52376744,190,140,159667.54654500002
1325,57135.52797454,216,171,234025.095229
1326,57142.6456713,264,201,247186.70164300007
1327,57149.64143519,256,200,219672.39306299997
1328,57156.53232778,201,151,208092.75545099998
1329,57163.49537037,294,244,192093.82151749992
