week,date,area,obs_counts,exp_counts
1330,57170.47519676,282,219,253052.87155700003
1331,57178.99252315,212,165,118672.19484000001
1332,57184.52457303241,315,217,169588.309964
1333,57191.48193287,366,271,182244.8491703999
1334,57198.50787037,431,336,205252.08408300017
1335,57205.46350694,396,301,175779.70573899988
1336,57212.49363634,333,302,174084.51051899994
1337,57219.68175926,322,226,303010.8540089998
1338,57226.50415818,360,247,267548.4833300001
1339,57233.46320895,355,276,155942.50349599987
1340,57240.47386855,270,238,127368.57554000009
1341,57247.46680844908,325,261,121244.12969599995
1342,57254.642699571756,235,165,167289.24012999993
1343,57261.54371821,234,186,165774.55603699997
1344,57268.53481481,284,191,225645.15149100023
1345,57275.5562963,405,337,158903.67721800006
1346,57282.57918981,359,305,218846.70666799997
1347,57289.49211806,184,132,190968.62089499997
1348,57296.62611542824,262,204,139591.75546100005
1349,57303.51547882,196,145,170903.208594
1350,57310.6106713,240,195,256163.14899499994
1351,57317.52163194,237,160,217230.46194499987
1352,57324.54274306,197,165,185811.67274500002
1353,57331.49347222,308,217,304945.03636450006
1354,57338.530826504626,165,126,182810.41226900014
1355,57345.50730324,233,168,164189.8337100001
1356,57352.69861189,214,155,113498.70883200003
1357,57359.48497685,275,198,117449.68446300003
1358,57366.54703777,183,133,137682.86336000005
1359,57373.50604167,214,183,191700.024754
1360,57380.71366964,187,136,219534.304727
1361,57388.05172454,179,146,164801.74907
1362,57394.5174537,263,227,157104.41087199995
1363,57401.69287041,158,125,141451.952041
1364,57408.59920139,277,171,151717.25941260005
1365,57415.5130787,321,228,230513.71810599987
1366,57422.47423611,425,346,185112.01047900034
1367,57429.45979934,248,198,129555.97885399997
1368,57436.48859931,186,136,147074.65477700002
1369,57443.57392361,418,236,130114.05017500003
1370,57450.59481481,183,150,120156.28957399992
1371,57457.48265316,154,131,87673.02162000001
1372,57464.46349225,313,249,87185.45567499998
1373,57471.45947561,224,172,126297.71125200002
1374,57478.47480911,224,187,65921.01658200001
1375,57485.5147338,215,199,92822.88099399977
1376,57492.46267361,133,105,141828.96813899998
1377,57499.62655093,181,124,339648.51853400003
1378,57506.49984777,206,151,142441.68941300001
1379,57513.47005784,192,167,127731.56689900001
1380,57520.48515046,268,221,112697.60528499998
1381,57527.57584332,166,124,182974.644915
1382,57534.49418318,192,153,185781.30780899996
1383,57541.4838752,203,163,147097.11153200007
1384,57548.53406725,198,141,188808.97626499998
1385,57555.51755787,169,134,120938.10953599997
1386,57562.494375,219,145,203151.64254099983
1387,57569.45857639,243,194,167303.59333
1388,57576.49815344,216,159,116712.09898139999
1389,57583.55315972,208,144,135610.61555399996
1390,57590.46366898,173,124,171208.08062600007
1391,57597.46270833,194,147,252939.24060800008
1392,57604.50488426,231,171,238544.46479299988
1393,57611.4631713,168,137,116236.01117200004
1394,57618.49349078,168,134,170739.22376199995
1395,57625.56366898,161,136,79245.94131199998
1396,57632.51544672,232,183,186595.50802299997
1397,57639.48503472,175,139,186835.69001900006
1398,57646.46256944,165,121,173096.900758
1399,57653.49571366,236,187,255114.26743500005
1400,57660.48946759,463,350,132410.46295499997
1401,57667.51090278,151,115,144730.701342
1402,57674.46539352,151,119,126736.862253
1403,57681.61310185,198,161,137187.4617420001
1404,57688.66112269,156,115,158994.49885099995
1405,57695.66755787,242,168,158047.132045
1406,57702.51319444,208,145,179030.18184399995
1407,57709.47742809,170,123,174686.88930499993
1408,57716.53438657,362,174,145498.12207699986
1409,57723.49885417,180,126,160705.11799600004
1410,57730.47295737,402,331,177858.105023
1411,57737.48636574,192,146,136517.88288100009
1412,57744.58762731,218,164,119452.26862799996
1413,57751.51015185,233,168,164102.55577999997
1414,57758.48086354167,360,318,114746.02175799997
1415,57765.47689815,150,127,106553.761997
1416,57772.51783056,182,134,94079.98653700002
1417,57779.47742774,449,280,126739.27224900003
1418,57786.50589997,182,129,98678.919862
1419,57793.46477161,283,214,148946.539955
1420,57800.46,202,154,116845.56825199998
1421,57807.49096065,166,134,114667.80700100002
1422,57814.53212963,212,170,112532.72676199992
1423,57821.54568287,163,110,126680.185283
1424,57829.29759259,163,132,129401.08631799997
1425,57835.4928338,221,166,151454.70974799996
1426,57842.50094711,385,245,80754.82522800003
1427,57849.48892361,159,121,161309.345856
1428,57856.64288203,187,147,144900.58582899996
1429,57863.53085648,208,147,140747.263845
1430,57870.51243584,206,138,134437.98758299998
1431,57877.47715142361,173,116,127028.856216
1432,57884.46140046,160,120,135229.78294500004
1433,57891.48189487,222,159,133786.92584900005
1434,57898.638888229165,162,119,89599.37281900001
1435,57905.72195602,224,175,110116.29691799998
1436,57912.47501971,169,140,69931.651491
1437,57919.69142361,139,109,134265.83113400007
1438,57926.75489583,264,202,157805.465491
1439,57933.6105912037,218,152,159638.13080800002
1440,57940.50020833,189,152,134062.97258999996
1441,57947.79195602,147,97,106294.73801900003
1442,57954.70269753,95,76,58325.36488199998
1443,57961.55107832176,203,153,173152.313532
1444,57968.56868056,192,142,176324.05526499997
1445,57975.4684973,192,148,97066.61069300002
1446,57982.51615741,229,121,173080.89581400002
1447,57989.51218457,141,102,123082.46830300005
1448,57996.62280093,158,132,76351.096378
1449,58003.52634259,131,104,75869.788727
1450,58010.52149591,231,164,99311.51357300005
1451,58017.47357639,113,91,115601.53573700001
1452,58024.49936959,152,125,180403.384983
1453,58031.49844907,476,289,236763.292933
1454,58038.47078704,179,149,177167.17012400003
1455,58045.70680556,193,164,110118.83300599997
1456,58052.45846481,223,183,113708.53255099995
1457,58059.46434028,140,107,121836.02314700001
1458,58066.48024745,216,163,130460.04983000005
1459,58073.49392786,134,108,143683.043681
1460,58080.46763889,259,193,78658.4638385
1461,58087.50008102,240,199,119383.85271900009
1462,58094.49108233,472,434,134226.62491999997
1463,58101.51883102,291,246,120719.64643199998
1464,58108.83222272,226,170,119984.46372899997
1465,58115.51351273,447,284,173306.99649789967
1466,58122.60478009,285,201,124234.46959500002
1467,58129.48359954,258,188,167832.75130899998
1468,58136.48957176,233,158,140113.94907399995
1469,58143.50960023,251,167,179126.077388
1470,58150.4597338,374,261,179430.78956910004
1471,58157.529428587965,252,187,178540.21863799987
1472,58164.56175926,255,175,173120.79956299998
1473,58171.55357025,430,259,168421.2524279999
1474,58178.48775135,345,253,129317.06948699987
1475,58185.57447917,145,121,154952.8034729999
1476,58192.45898541667,244,204,173225.38382399993
1477,58199.47039352,187,158,183654.47661300004
1478,58206.45956019,291,210,158586.28324540003
1479,58213.72946501,229,183,166352.99284499997
1480,58220.49712867,291,229,125163.80079849991
1481,58227.50391204,208,166,110936.55296500002
1482,58234.51755594,312,243,194294.17225600017
1483,58241.46825231,255,205,100679.99335100003
1484,58248.4836436,180,149,126672.24982299992
1485,58255.58267188,186,160,91611.00177699998
1486,58262.48056713,274,248,144080.52719199998
1487,58269.49178079,437,361,117931.02309900016
1488,58276.49604167,196,148,112259.05078099997
1489,58283.46234954,228,164,99957.29386600004
1490,58290.53902778,215,171,146662.64499599993
1491,58297.51675818,344,275,150105.62102299999
1492,58304.46084487,316,239,181443.20295099987
1493,58311.47859931,235,203,107980.30816799997
1494,58318.48668939,45752,218,138180.87295299987
1495,58325.46233796,271,221,146575.18018599995
1496,58332.46041285,266,237,137263.02442639993
1497,58339.47527323,213,185,99443.51246350004
1498,58346.48403935,214,176,113075.06591900004
1499,58353.53709564,45536,164,199630.8290111999
1500,58360.61508233,212,160,157490.45434999999
1501,58368.01540726,454,352,168353.28754599983
1502,58374.46009468,297,228,197531.02071399987
1503,58381.4627662,45582,223,209822.73510299972
1504,58388.49488426,261,210,152350.03412299982
1505,58395.50495069,59,47,37070.905957
1506,58402.45833333,0,0,0.0
1507,58410.41568492,45435,16,22809.594416000004
1508,58418.22665509,131,109,123153.688173
1509,58423.60849857639,253,221,85047.65238000003
1510,58430.4989331,627,452,150686.9153775001
1511,58437.51297778,45853,267,201397.28957899995
1512,58444.47085459,340,241,97613.418159
1513,58451.69017512,231,178,104742.93689499998
1514,58458.51380787,266,190,169891.05701020008
1515,58465.46156701,45723,194,147792.10953999995
1516,58472.59682755,256,188,152121.93195000003
1517,58479.68679846,259,195,112722.79083109993
1518,58486.50842735,45757,174,305610.8352499999
1519,58493.47483105,146,118,66234.3
1520,58500.56116346,154,124,64645.14673550001
1521,58507.49927631,298,223,248935.25185599984
1522,58514.51633128,45624,161,154194.94164799992
1523,58521.46324094,260,184,170456.71152999997
1524,58528.52676068,201,175,146862.56684999994
1525,58535.6579169,185,131,206991.79625800005
1526,58542.51297454,45398,125,114142.57119899994
1527,58549.50096675,262,191,135878.781614
1528,58556.71091547,252,179,112266.54043
1529,58563.51735139,45561,170,137596.61496999997
1530,58570.4722125,209,166,140231.099514
1531,58577.91102600694,307,268,100007.81320900012
1532,58584.46210841,257,161,192301.49995300005
1533,58591.46511736,45725,216,167171.16559499982
1534,58598.48459737,162,124,114964.13248000001
1535,58605.46006944,191,137,74560.18775599998
1536,58612.45971331,225,180,128562.8435379999
1537,58619.54640046,45594,173,195688.0901809999
1538,58626.4587963,214,180,195248.10241500012
1539,58633.51836806,163,129,120999.417891
1540,58640.46539352,218,171,125088.33328800002
1541,58647.49447693,45718,294,140460.70057700007
1542,58654.45967431,360,311,160332.8615860002
1543,58661.59753313658,293,233,210247.46800300007
1544,58668.47711806,207,169,155907.59984300003
1545,58675.48892202546,231,196,156867.006559
1546,58682.52603753,45722,196,145944.79166300007
1547,58689.755103159725,291,254,127550.83367599988
1548,58696.46018495,306,256,130543.85294159994
1549,58703.59667824,188,130,84396.573764
1550,58710.54462381,45574,181,138676.810823
1551,58717.47244216,240,185,108719.94634400003
1552,58724.46185185,248,190,154670.206182
1553,58731.46094745,45457,162,168535.20436150013
1554,58738.4777265,153,117,209171.265764
1555,58745.45920228,274,213,196820.78043899997
1556,58752.79768519,394,280,155373.08825800024
1557,58759.47301003,45556,161,125516.04871400009
1558,58766.70494302,250,194,112310.17205699999
1559,58773.45864753,233,198,142487.71029200006
1560,58780.53345084,319,225,228559.15995000006
1561,58787.49444598,45690,210,196276.81047799997
1562,58794.56761574,181,149,111489.39920000001
1563,58801.60525216,384,333,127550.30510800013
1564,58808.60843978,210,170,169251.1552430002
1565,58815.56562943,45605,202,131184.63904810013
1566,58822.50350023,301,223,182983.978709
1567,58829.53325691,202,156,165083.310813
1568,58836.49548611,45772,268,150778.90119899993
1569,58843.52115108,207,137,230388.8807833
1570,58850.51,387,321,120014.80090499997
1571,58857.49763889,259,214,151924.18265500013
1572,58864.47384841435,45736,212,125219.39526500012
1573,58871.57259626,186,164,100616.331884
1574,58878.51730324,617,452,98970.31928599995
1575,58885.45966435,280,218,195026.650898
1576,58892.45851852,45493,170,142385.8784920001
1577,58899.52673958,190,157,84358.45606099999
1578,58906.47304583,227,198,138793.5014360002
1579,58913.47170324,138,130,89488.69649039996
1580,58920.71932462,178,143,119726.05460200003
1581,58927.49972399,45482,168,211363.29082499992
1582,58934.49215663,296,193,139877.012546
1583,58941.56955216,150,129,124208.04813999998
1584,58948.65157098,45659,173,140071.10831100008
1585,58955.75051767,171,129,78201.62176999998
1586,58962.48141204,186,149,91134.72153600003
1587,58969.5765625,211,155,224863.15979300026
1588,58976.52455216,45689,200,198499.5502580002
1589,58983.53988753,191,162,120544.43193400001
1590,58990.62793249,154,124,169968.97380500005
1591,58997.51380787,165,118,99123.43180800001
1592,59004.53756953,45550,161,123171.59000100008
1593,59011.53914352,245,203,88810.0829880999
1594,59018.643436,271,211,98176.4794223
1595,59025.4820122338,145,111,78353.846794
1596,59032.47434772,45793,275,87037.78542099992
1597,59039.56461068,173,118,120496.56655100003
1598,59046.50410787037,354,287,95393.6590410001
1599,59053.45934028,220,178,94338.668009
1600,59060.76611111,45763,196,149196.6299209999
1601,59067.50791693,281,201,206276.98597600005
1602,59074.46150463,395,278,272144.74307100003
1603,59081.49873916,45706,362,143156.2816840001
1604,59088.55232172,206,162,120494.78348700001
1605,59095.63647106,219,148,80913.18504700005
1606,59102.47790089,227,151,126948.34453100001
1607,59109.5591088,45640,241,253859.66137300027
1608,59116.50912037,202,145,208174.65350700004
1609,59123.46413194,168,124,147947.0852830001
1610,59130.47938904,315,270,154361.78628120004
1611,59137.49061343,45610,128,111282.292583
1612,59144.57183696,265,192,198642.145717
1613,59151.51263013,282,218,134017.948002
1614,59158.67108796,208,162,220341.7574329
1615,59165.47521084,345,279,200093.40849190013
1616,59172.51133102,45751,185,209228.8469750001
1617,59179.45945367,223,172,123731.15481799984
1618,59186.49115691,177,115,119303.371952
1619,59193.50781138,429,372,195798.83068100002
1620,59200.6336326736,45604,142,155994.15973299998
1621,59207.60223284,182,145,111249.93160119995
1622,59214.51015559,283,206,197564.11444800012
1623,59221.50608796,45671,177,183123.89879100025
1624,59228.69519039352,202,151,141218.01081699994
1625,59235.46908499,195,139,190219.968375
1626,59242.49010926,232,165,204289.16150300004
1627,59249.6608152,45714,265,200110.781881
1628,59256.48134286,239,173,128015.40495900004
1629,59263.4995660532,210,167,125741.96341300002
1630,59270.56894765,280,234,99129.43591500005
1631,59277.5122048958,75,61,44681.965585000005
1632,59285.0790561,151,108,96091.71200000001
1633,59291.47625451389,313,268,92833.78127600001
1634,59298.54112769676,230,165,131235.89679100006
1635,59305.52949548611,209,139,102370.82120200004
1636,59312.60586790509,170,136,108557.83666799999
1637,59319.486706979165,142,112,102217.19873699991
